address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,irWebsite,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChangePercent,regularMarketPrice,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,marketState,trailingPegRatio
1 Toyota-cho,Toyota,471-8571,Japan,81 565 28 2121,https://global.toyota/en,Auto Manufacturers,auto-manufacturers,Auto Manufacturers,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Toyota Motor Corporation designs, manufactures, assembles, and sells passenger vehicles, minivans and commercial vehicles, and related parts and accessories in Japan, North America, Europe, Asia, Central and South America, Oceania, Africa, and the Middle East. It operates through Automotive, Financial Services, and All Other segments. The company offers subcompact and compact cars; mini-vehicles; mid-size, luxury, sports, and specialty cars; recreational and sport-utility vehicles; pickup trucks; minivans; trucks; and buses. It offers vehicles under the Toyota and Lexus brand names. Further, the company provides financial services, such as retail financing and leasing, wholesale financing, insurance, and credit cards. Additionally, it operates GAZOO.com, a web portal for automobile information, as well as engages in telecommunications and other businesses. The company also develops and sells battery electric vehicles and batteries. Toyota Motor Corporation was founded in 1933 and is headquartered in Toyota, Japan.",389144,"[{'maxAge': 1, 'name': 'Mr. Koji  Sato', 'age': 55, 'title': 'President, CEO, Operating Officer & Director', 'yearBorn': 1969, 'fiscalYear': 2025, 'totalPay': 429000000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Yoichi  Miyazaki', 'age': 61, 'title': 'Operating Officer, EVP, Chief Competitive Officer, CFO & Director', 'yearBorn': 1963, 'fiscalYear': 2025, 'totalPay': 247000000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Hiroki  Nakajima', 'age': 62, 'title': 'Operating Officer, VP, Executive VP, CTO & Director', 'yearBorn': 1962, 'fiscalYear': 2025, 'totalPay': 243000000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Simon  Humphries', 'age': 57, 'title': 'Chief Branding Officer, Senior GM of Design, Head of Design & Operating Officer', 'yearBorn': 1967, 'fiscalYear': 2025, 'totalPay': 170000000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Takanori  Azuma', 'title': 'Chief Risk Officer & Chief Officer of Accounting Group', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Gill A.  Pratt', 'title': 'Chief Scientist, CEO & Executive Fellow of Toyota Research Institute, Inc.', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Masahiro  Yamamoto', 'title': 'Chief Officer of General Administration & Human Resources Group', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Didier  Leroy', 'age': 67, 'title': 'Chief Competitive Officer & President of Bus. Planning', 'yearBorn': 1957, 'fiscalYear': 2025, 'totalPay': 1786810000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Hirofumi  Muta', 'age': 68, 'title': 'Chief Officer -Safety & Health Promotion, Plant & Environmental Engg Divs, Production Control Group', 'yearBorn': 1956, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Steve St. Angelo', 'age': 69, 'title': 'Senior Managing Officer & CEO of Latin America & Caribbean Region', 'yearBorn': 1955, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",1,8,1,4,5,1754006400,1767139200,http://www.toyota-global.com/investors/,[],86400,2,2805.0,2855.0,2841.0,2866.0,2805.0,2855.0,2841.0,2866.0,95.0,3.33,1759104000,0.2768,2.71,0.239,8.779647,8.802665,20036900,20036900,29073825,32304330,32304330,2853.5,2854.5,0,0,37197323436032,2226.5,3220.0,0.76771253,2611.19,2715.2625,90.0,0.03208556,JPY,False,60623660515328,0.088190004,9759794365,13033400320,0.15212,0.25923002,13260600320,2765.221,1.0321056,1743379200,1774915200,1751241600,-0.369,4273084039168,325.07,324.22,5:1,1633046400,1.251,8.823,0.07273066,0.15005577,50.0,1774828800,EQUITY,2854.0,3400.0,2400.0,3000.9026,3059.59,1.75,buy,19,15970267561984,1225.335,6870736044032,38443782504448,1.065,1.266,48452151017472,103.922,3686.425,0.03095,0.11652,8497662001152,1305370034176,4889754206208,-0.348,0.035,0.17538,0.1418,0.09517,JPY,7203.T,en-US,US,Equity,Delayed Quote,False,LOW,1.7468807,2854.0,TOYOTA MOTOR CORP,Toyota Motor Corporation,False,925948800000,49.0,2841.0 - 2866.0,Tokyo,29073825,627.5,0.2818325,2226.5 - 3220.0,-366.0,-0.1136646,7.273066,[],1755239400,JPX,finmb_319676,Asia/Tokyo,JST,32400000,jp_market,False,1754548200,1754548200,1754548200,1746680400,1746680400,False,325.07,324.22,242.81006,0.09298828,138.73755,0.05109545,15,20,1.8 - Buy,False,CLOSED,
